customer_id,age,gender,tenure_months,total_orders,avg_order_value,total_spent,last_purchase_days,app_opens_last_30d,support_tickets,satisfaction_score,referrals,discount_usage,membership,churn
CUST2796,52,Female,37,58,2120,122960,175,4,5,3.2,5,Yes,Free,Yes
CUST2797,60,Male,44,54,4128,222912,3,33,5,3.7,2,Yes,Free,No
CUST2798,46,Female,31,5,4074,20370,77,21,1,1.4,5,No,Gold,No
CUST2799,54,Female,43,15,4918,73770,119,10,5,3.5,0,Yes,Free,No
CUST2800,34,Male,13,6,831,4986,112,13,2,4.5,5,Yes,Gold,No
CUST2801,56,Female,48,78,4838,377364,20,28,0,1.7,4,Yes,Gold,No
CUST2802,59,Female,18,14,929,13006,136,9,4,4.0,4,Yes,Silver,No
CUST2803,45,Female,17,8,2923,23384,65,23,0,1.1,4,No,Free,No
CUST2804,46,Female,17,8,580,4640,106,15,0,4.7,1,No,Free,No
CUST2805,60,Female,11,19,2073,39387,162,3,1,4.9,3,Yes,Silver,No
CUST2806,20,Female,20,32,919,29408,111,10,3,2.4,5,Yes,Gold,Yes
CUST2807,69,Female,10,9,966,8694,116,10,4,1.4,0,No,Free,Yes
CUST2808,27,Male,29,11,3893,42823,178,0,0,3.6,3,Yes,Gold,No
CUST2809,59,Male,48,45,2065,92925,127,9,2,1.1,5,Yes,Silver,No
CUST2810,31,Female,34,13,2018,26234,101,17,1,2.9,4,Yes,Gold,No
CUST2811,29,Male,17,27,4530,122310,77,16,3,2.1,2,Yes,Free,Yes
CUST2812,64,Female,54,19,2535,48165,36,27,3,2.9,4,Yes,Gold,No
CUST2813,59,Female,52,26,1303,33878,5,28,1,1.1,0,Yes,Gold,No
CUST2814,47,Male,42,53,1577,83581,81,19,0,1.2,3,No,Free,No
CUST2815,49,Female,13,19,2132,40508,85,17,5,1.1,3,No,Free,Yes
CUST2816,49,Female,44,37,2484,91908,81,19,1,3.5,5,Yes,Free,No
CUST2817,59,Female,47,9,503,4527,50,24,5,3.2,1,No,Gold,No
CUST2818,49,Male,39,52,1102,57304,65,23,3,1.9,2,No,Silver,Yes
CUST2819,43,Male,27,54,2867,154818,95,13,3,3.6,4,Yes,Free,No
CUST2820,68,Male,54,3,4175,12525,144,4,2,4.5,2,Yes,Free,Yes
CUST2821,18,Female,53,96,1000,96000,64,22,2,2.1,0,Yes,Free,No
CUST2822,59,Male,26,5,684,3420,8,27,3,4.3,1,Yes,Free,No
CUST2823,19,Female,28,8,4009,32072,140,9,2,3.7,4,Yes,Free,No
CUST2824,34,Male,13,14,3751,52514,100,11,2,1.1,0,Yes,Free,No
CUST2825,47,Male,12,24,3647,87528,157,6,2,2.5,2,Yes,Free,No
CUST2826,56,Female,44,3,3440,10320,30,24,3,3.0,1,Yes,Silver,No
CUST2827,24,Female,28,24,1795,43080,150,4,0,3.9,4,Yes,Silver,No
CUST2828,69,Male,2,1,554,554,62,18,0,2.1,2,No,Free,Yes
CUST2829,44,Male,37,43,2224,95632,155,7,4,4.9,4,Yes,Free,No
CUST2830,26,Male,57,29,3410,98890,58,23,2,3.7,1,Yes,Gold,No
CUST2831,39,Female,57,72,2370,170640,9,30,0,2.5,1,No,Free,No
CUST2832,51,Female,34,51,4672,238272,88,19,4,1.4,2,No,Free,Yes
CUST2833,63,Male,23,42,2843,119406,123,11,1,1.7,4,No,Free,No
CUST2834,66,Male,58,31,3790,117490,99,15,2,3.0,3,Yes,Silver,No
CUST2835,18,Male,52,63,3848,242424,89,18,0,3.0,0,No,Free,No
CUST2836,26,Female,45,26,2101,54626,25,28,0,4.1,1,No,Platinum,No
CUST2837,37,Female,29,18,3293,59274,76,17,5,3.9,4,Yes,Free,No
CUST2838,70,Male,35,57,3837,218709,16,28,0,1.8,2,No,Free,No
CUST2839,36,Female,11,7,2590,18130,167,1,5,3.4,2,Yes,Gold,Yes
CUST2840,53,Male,48,48,1751,84048,67,18,4,1.1,1,Yes,Free,Yes
CUST2841,57,Male,33,60,670,40200,22,28,5,2.6,5,Yes,Free,No
CUST2842,62,Female,51,33,3309,109197,162,2,1,4.1,1,No,Silver,No
CUST2843,21,Female,11,19,2854,54226,8,28,2,2.6,5,No,Free,No
CUST2844,26,Female,9,3,2273,6819,44,22,0,4.3,3,Yes,Gold,No
CUST2845,58,Female,14,6,4254,25524,164,4,3,4.9,2,No,Silver,Yes
CUST2846,39,Male,9,4,4491,17964,146,6,2,3.4,4,No,Free,No
CUST2847,35,Female,39,4,2581,10324,74,15,3,1.6,5,No,Free,Yes
CUST2848,29,Male,48,42,1326,55692,26,24,4,2.5,0,No,Free,No
CUST2849,59,Female,3,1,2165,2165,140,5,0,1.0,0,Yes,Gold,Yes
CUST2850,60,Male,29,40,629,25160,139,10,2,3.4,3,Yes,Silver,No
CUST2851,56,Female,19,17,1917,32589,8,28,2,4.3,5,Yes,Platinum,No
CUST2852,26,Male,36,17,4287,72879,91,15,0,3.5,5,No,Silver,No
CUST2853,23,Male,32,33,1907,62931,76,19,1,4.1,4,No,Gold,No
CUST2854,36,Female,7,4,1093,4372,83,14,4,4.2,0,No,Free,No
CUST2855,65,Male,55,14,1537,21518,76,15,0,4.4,0,Yes,Free,No
CUST2856,64,Female,28,22,2628,57816,154,4,5,2.1,4,No,Platinum,Yes
CUST2857,24,Male,44,52,3778,196456,28,25,2,4.5,5,No,Free,No
CUST2858,33,Male,18,27,4799,129573,149,7,1,3.6,4,Yes,Gold,No
CUST2859,22,Male,60,43,522,22446,72,21,2,2.2,1,No,Free,No
CUST2860,33,Male,5,3,2133,6399,87,17,3,4.9,0,Yes,Free,Yes
CUST2861,18,Female,23,24,4501,108024,105,15,2,4.8,5,Yes,Gold,No
CUST2862,68,Male,55,94,4699,441706,146,7,4,3.3,0,Yes,Gold,No
CUST2863,54,Female,22,8,1905,15240,37,23,0,4.4,3,Yes,Gold,No
CUST2864,56,Female,26,22,1978,43516,94,15,2,2.0,1,Yes,Gold,No
CUST2865,36,Male,42,10,1694,16940,38,23,5,2.7,1,Yes,Silver,No
CUST2866,54,Female,12,17,1075,18275,142,10,3,1.7,0,Yes,Silver,Yes
CUST2867,34,Female,40,29,2106,61074,53,21,3,3.1,2,No,Gold,No
CUST2868,43,Female,19,1,4869,4869,159,1,0,3.0,2,Yes,Silver,Yes
CUST2869,39,Male,47,21,951,19971,109,13,3,1.9,4,Yes,Platinum,Yes
CUST2870,25,Male,1,1,624,624,111,10,0,3.7,1,Yes,Free,No
CUST2871,50,Female,3,1,3954,3954,173,3,4,1.5,0,Yes,Free,Yes
CUST2872,19,Female,27,44,2864,126016,51,24,0,1.2,5,Yes,Silver,No
CUST2873,47,Female,18,26,2366,61516,161,4,1,2.5,0,Yes,Free,Yes
CUST2874,64,Male,50,9,2183,19647,34,25,3,2.6,0,No,Free,No
CUST2875,37,Female,30,20,1406,28120,36,25,3,2.3,5,Yes,Silver,No
CUST2876,35,Male,2,4,4034,16136,77,19,5,2.0,5,Yes,Platinum,Yes
CUST2877,60,Female,5,3,929,2787,60,19,2,2.4,3,Yes,Free,No
CUST2878,27,Male,29,36,3251,117036,110,10,1,1.7,2,Yes,Free,No
CUST2879,41,Female,33,36,4325,155700,113,15,2,2.6,3,No,Gold,No
CUST2880,21,Male,42,73,861,62853,176,0,0,4.6,0,Yes,Gold,No
CUST2881,54,Male,20,22,931,20482,8,26,4,1.9,0,No,Free,No
CUST2882,21,Female,30,1,3222,3222,18,24,5,3.7,1,Yes,Gold,No
CUST2883,30,Male,42,69,3561,245709,120,10,3,1.6,1,No,Silver,Yes
CUST2884,42,Male,5,9,3723,33507,104,13,4,2.4,2,No,Platinum,Yes
CUST2885,30,Male,50,37,2130,78810,155,3,0,2.3,5,Yes,Gold,Yes
CUST2886,35,Female,21,38,769,29222,79,17,0,4.7,4,Yes,Silver,No
CUST2887,41,Female,58,83,1623,134709,25,28,1,2.7,0,Yes,Gold,No
CUST2888,19,Male,15,8,3676,29408,165,0,2,3.8,1,Yes,Platinum,No
CUST2889,65,Female,20,32,3892,124544,39,22,3,3.4,2,Yes,Silver,No
CUST2890,50,Female,8,13,1542,20046,24,23,3,1.6,3,No,Free,No
CUST2891,36,Male,49,84,2141,179844,98,15,4,4.8,0,No,Silver,No
CUST2892,26,Female,31,36,2941,105876,117,12,1,2.4,4,Yes,Silver,No
CUST2893,45,Female,12,11,3797,41767,68,17,5,1.2,2,No,Gold,Yes
CUST2894,52,Female,21,37,1883,69671,70,18,0,2.2,5,No,Silver,No
CUST2895,56,Male,30,30,4496,134880,150,7,1,2.3,4,Yes,Free,No
CUST2896,27,Female,27,10,514,5140,88,19,3,1.4,0,No,Gold,Yes
CUST2897,18,Female,44,25,2174,54350,64,22,5,3.5,2,Yes,Platinum,No
CUST2898,59,Male,26,29,4117,119393,149,9,2,2.4,5,No,Gold,No
CUST2899,38,Male,33,21,1980,41580,63,20,4,3.5,1,Yes,Silver,No
CUST2900,26,Male,26,41,2245,92045,57,24,0,1.0,4,Yes,Free,No
CUST2901,64,Male,26,9,3546,31914,155,3,0,4.9,3,No,Silver,No
CUST2902,32,Female,36,42,4710,197820,111,14,0,1.7,3,Yes,Free,No
CUST2903,52,Male,40,42,1475,61950,122,13,2,3.6,4,No,Silver,No
CUST2904,22,Male,1,2,2185,4370,96,14,3,3.9,0,Yes,Gold,Yes
CUST2905,58,Female,59,68,2583,175644,105,10,3,1.7,0,Yes,Free,Yes
CUST2906,39,Male,15,8,2789,22312,3,33,1,1.4,0,Yes,Silver,No
CUST2907,58,Female,50,96,2186,209856,128,8,5,1.6,3,Yes,Free,Yes
CUST2908,40,Male,1,1,4658,4658,25,26,1,2.0,3,Yes,Gold,No
CUST2909,24,Male,11,14,1008,14112,32,26,3,1.7,1,No,Free,No
CUST2910,40,Male,55,77,687,52899,26,29,0,3.7,0,Yes,Silver,No
CUST2911,61,Male,2,3,3282,9846,41,25,2,2.7,3,Yes,Free,No
CUST2912,42,Male,1,1,4688,4688,70,16,3,3.2,3,No,Silver,Yes
CUST2913,44,Female,31,24,4600,110400,63,18,2,1.2,0,Yes,Gold,No
CUST2914,58,Female,44,50,4009,200450,24,26,4,4.4,0,Yes,Free,No
CUST2915,23,Male,16,18,4017,72306,71,22,0,1.7,3,Yes,Silver,No
CUST2916,51,Female,54,45,2572,115740,104,16,4,2.4,5,Yes,Gold,Yes
CUST2917,26,Female,22,40,597,23880,131,6,3,1.3,4,Yes,Silver,Yes
CUST2918,66,Female,42,26,1791,46566,11,32,1,1.5,3,No,Free,No
CUST2919,50,Male,18,32,3964,126848,57,22,3,3.7,1,Yes,Silver,No
CUST2920,68,Male,47,57,2287,130359,94,18,4,3.8,2,No,Free,No
CUST2921,23,Male,17,33,1183,39039,138,10,2,3.7,5,Yes,Gold,No
CUST2922,54,Female,30,52,1632,84864,100,15,5,3.2,0,No,Free,No
CUST2923,48,Female,10,18,4622,83196,107,14,5,4.8,1,No,Free,No
CUST2924,51,Male,35,35,3704,129640,58,20,3,3.0,4,Yes,Free,No
CUST2925,58,Male,58,12,3623,43476,116,10,1,2.8,2,Yes,Platinum,No
CUST2926,46,Female,21,25,4336,108400,163,4,4,2.0,5,No,Gold,Yes
CUST2927,31,Female,16,13,2114,27482,108,14,3,1.4,3,No,Platinum,Yes
CUST2928,53,Female,6,10,1541,15410,21,25,4,3.2,0,Yes,Silver,No
CUST2929,53,Female,3,4,3365,13460,64,19,4,2.3,3,Yes,Gold,Yes
CUST2930,70,Male,41,34,1354,46036,49,22,0,3.1,1,No,Silver,No
CUST2931,32,Female,43,67,2526,169242,3,29,5,1.8,0,Yes,Silver,No
CUST2932,25,Female,21,39,2487,96993,179,1,5,4.4,3,Yes,Gold,Yes
CUST2933,43,Male,13,8,3050,24400,101,13,2,5.0,0,No,Gold,No
CUST2934,53,Female,18,32,739,23648,42,24,0,2.3,1,Yes,Gold,No
CUST2935,65,Female,58,107,989,105823,104,16,5,4.4,3,Yes,Gold,No
CUST2936,38,Male,54,29,4351,126179,173,2,4,4.5,2,No,Platinum,Yes
CUST2937,45,Female,60,22,1536,33792,3,33,1,5.0,4,No,Silver,No
CUST2938,21,Female,24,20,1838,36760,140,10,1,2.4,3,Yes,Free,No
CUST2939,33,Female,27,6,3769,22614,165,1,0,4.0,0,No,Silver,No
CUST2940,39,Male,54,61,3054,186294,172,1,1,1.9,5,No,Free,Yes
CUST2941,29,Male,4,3,4000,12000,152,4,4,3.5,3,Yes,Platinum,Yes
CUST2942,33,Female,22,29,4362,126498,66,20,3,3.8,0,Yes,Platinum,No
CUST2943,68,Male,24,42,2267,95214,54,21,4,4.0,5,No,Silver,No
CUST2944,57,Female,40,31,661,20491,95,17,5,1.8,1,Yes,Gold,Yes
CUST2945,55,Female,45,53,1155,61215,166,4,3,4.4,5,Yes,Free,Yes
CUST2946,59,Male,10,2,3506,7012,64,23,1,2.7,4,No,Gold,Yes
CUST2947,54,Female,2,4,4006,16024,74,18,2,1.9,0,No,Platinum,Yes
CUST2948,46,Female,40,38,1756,66728,129,8,2,3.2,3,No,Free,No
CUST2949,35,Male,6,9,2658,23922,119,10,4,4.5,5,No,Free,No
CUST2950,27,Female,48,4,2451,9804,85,15,4,4.9,1,Yes,Free,No
CUST2951,59,Female,18,2,1249,2498,61,19,1,4.0,5,No,Gold,No
CUST2952,56,Female,17,12,1208,14496,173,0,2,1.0,2,Yes,Free,Yes
CUST2953,35,Female,38,35,2121,74235,111,11,2,1.5,3,Yes,Free,No
CUST2954,18,Male,45,70,4636,324520,158,3,4,1.3,4,Yes,Free,Yes
CUST2955,56,Female,23,46,965,44390,162,5,5,1.4,1,Yes,Silver,Yes
CUST2956,38,Female,46,72,4495,323640,125,12,2,2.5,3,Yes,Platinum,No
CUST2957,18,Female,30,21,1600,33600,172,2,4,2.4,0,Yes,Gold,Yes
CUST2958,32,Female,58,110,2213,243430,76,21,0,1.5,0,No,Silver,No
CUST2959,21,Male,21,35,616,21560,121,9,2,4.5,0,Yes,Free,No
CUST2960,37,Female,10,16,2981,47696,156,3,3,3.5,3,Yes,Silver,Yes
CUST2961,27,Male,56,15,695,10425,7,29,1,4.2,4,Yes,Free,No
CUST2962,40,Male,43,71,1974,140154,53,25,4,2.5,0,No,Free,No
CUST2963,58,Male,13,15,2972,44580,134,7,2,2.6,3,No,Free,No
CUST2964,51,Female,12,13,4629,60177,82,16,2,2.3,3,Yes,Free,No
CUST2965,63,Female,9,6,3554,21324,102,14,5,2.8,4,No,Free,Yes
CUST2966,65,Female,4,7,1774,12418,150,2,4,3.4,1,Yes,Silver,Yes
CUST2967,50,Female,39,68,4209,286212,99,14,3,3.0,1,No,Free,No
CUST2968,51,Female,24,22,838,18436,31,26,2,4.4,3,Yes,Silver,No
CUST2969,56,Female,54,32,4011,128352,61,22,0,4.6,1,Yes,Gold,No
CUST2970,27,Female,34,22,4775,105050,172,5,1,2.9,2,Yes,Silver,No
CUST2971,37,Male,39,27,3799,102573,29,24,4,2.0,4,No,Gold,No
CUST2972,18,Male,41,15,2156,32340,105,11,2,4.8,3,Yes,Platinum,No
CUST2973,30,Female,5,3,1142,3426,38,26,5,3.9,1,Yes,Free,No
CUST2974,18,Female,15,22,2180,47960,132,5,5,3.6,5,No,Silver,No
CUST2975,22,Male,50,92,1850,170200,21,30,1,4.0,1,Yes,Free,No
CUST2976,33,Male,4,2,1118,2236,155,8,4,1.3,4,No,Silver,Yes
CUST2977,32,Female,51,102,1669,170238,149,4,4,1.3,5,Yes,Free,Yes
CUST2978,66,Male,52,9,751,6759,127,6,4,1.6,0,Yes,Free,Yes
CUST2979,45,Female,58,34,801,27234,28,24,3,1.6,1,No,Gold,No
CUST2980,48,Female,39,73,3641,265793,170,0,0,2.7,5,No,Free,Yes
CUST2981,40,Male,58,15,2066,30990,41,27,5,1.6,4,No,Silver,No
CUST2982,65,Male,8,14,3664,51296,59,22,4,4.4,5,Yes,Gold,No
CUST2983,62,Female,49,45,4457,200565,118,14,3,3.3,0,No,Platinum,No
CUST2984,60,Female,45,84,2710,227640,76,16,4,2.5,5,Yes,Silver,Yes
CUST2985,34,Female,24,8,3652,29216,95,18,4,1.3,3,Yes,Free,Yes
CUST2986,66,Female,53,58,4159,241222,85,18,3,3.4,0,No,Silver,No
CUST2987,51,Male,28,28,1111,31108,111,9,0,1.5,1,Yes,Silver,No
CUST2988,30,Female,55,19,2443,46417,83,16,1,4.0,3,Yes,Platinum,No
CUST2989,31,Female,43,16,573,9168,5,33,5,4.2,3,No,Silver,No
CUST2990,28,Female,27,11,3373,37103,72,21,2,3.2,0,Yes,Silver,No
CUST2991,45,Male,1,2,656,1312,155,4,4,1.6,3,Yes,Silver,Yes
CUST2992,59,Female,34,8,4058,32464,76,17,0,4.1,0,Yes,Silver,No
CUST2993,49,Female,17,33,755,24915,30,22,5,2.2,0,No,Silver,No
CUST2994,52,Male,37,74,3610,267140,38,21,2,1.9,5,Yes,Gold,No
CUST2995,48,Male,38,18,1551,27918,49,21,4,2.9,0,Yes,Free,No
CUST2996,34,Female,26,35,2917,102095,77,20,2,4.7,4,Yes,Silver,No
CUST2997,64,Male,57,43,2756,118508,125,8,3,2.2,1,Yes,Free,Yes
CUST2998,26,Male,24,3,3134,9402,164,2,5,4.6,3,No,Gold,Yes
CUST2999,27,Male,39,59,3396,200364,108,12,0,1.2,2,Yes,Platinum,No
CUST3000,25,Female,60,28,2391,66948,87,19,0,1.3,5,Yes,Gold,No
CUST3001,38,Female,21,6,4183,25098,14,25,5,3.8,1,No,Gold,No
CUST3002,30,Female,30,47,4911,230817,50,22,1,1.8,2,Yes,Platinum,No
CUST3003,67,Male,47,14,3964,55496,22,27,1,2.3,0,No,Free,No
CUST3004,22,Female,51,7,2991,20937,152,2,2,1.5,3,Yes,Free,Yes
CUST3005,23,Female,48,74,4239,313686,173,5,3,2.3,5,No,Silver,Yes
CUST3006,47,Female,57,79,2275,179725,150,4,2,2.1,1,Yes,Free,Yes
CUST3007,48,Female,13,10,4436,44360,9,31,4,3.9,2,No,Platinum,No
CUST3008,34,Male,37,51,2470,125970,72,19,0,3.8,2,No,Free,No
CUST3009,28,Female,3,5,4219,21095,112,12,2,4.8,2,No,Silver,No
CUST3010,37,Male,32,49,4453,218197,76,17,2,3.9,1,No,Free,No
CUST3011,65,Female,35,15,2992,44880,31,26,5,3.8,4,No,Free,No
CUST3012,26,Male,19,26,1148,29848,112,15,0,3.8,0,Yes,Free,No
CUST3013,19,Male,14,12,2140,25680,178,1,0,4.5,3,Yes,Free,No
CUST3014,54,Male,48,25,4934,123350,168,1,1,2.2,2,No,Free,Yes
CUST3015,18,Female,22,41,1028,42148,64,20,1,2.2,5,No,Platinum,No
CUST3016,21,Male,17,5,2601,13005,100,13,0,4.0,1,Yes,Free,No
CUST3017,53,Female,59,4,918,3672,167,6,2,1.9,5,Yes,Free,Yes
CUST3018,42,Male,4,4,2852,11408,17,30,4,4.6,2,Yes,Gold,No
CUST3019,20,Male,45,57,4009,228513,163,6,2,3.1,1,Yes,Silver,No
CUST3020,26,Female,40,31,584,18104,30,23,4,2.2,5,No,Gold,No
CUST3021,39,Male,19,3,2799,8397,53,20,0,4.1,4,No,Gold,No
CUST3022,40,Male,37,67,2251,150817,62,23,5,2.2,2,Yes,Platinum,Yes
CUST3023,29,Female,2,2,4721,9442,0,27,4,4.9,2,Yes,Gold,No
CUST3024,27,Male,15,18,3157,56826,179,2,1,4.9,3,Yes,Free,No
CUST3025,51,Male,2,1,4475,4475,8,32,5,3.7,1,Yes,Silver,No
CUST3026,60,Male,11,10,2851,28510,119,14,0,1.5,1,Yes,Silver,No
CUST3027,27,Female,45,66,3599,237534,91,15,3,2.1,4,No,Silver,Yes
CUST3028,47,Female,23,24,1789,42936,89,16,4,3.1,2,Yes,Free,No
CUST3029,39,Female,10,11,3623,39853,115,10,4,4.4,3,Yes,Free,No
CUST3030,23,Female,3,3,3202,9606,55,22,5,1.7,5,Yes,Gold,Yes
CUST3031,67,Male,5,7,1143,8001,174,1,3,1.4,0,No,Free,Yes
CUST3032,19,Male,3,2,3405,6810,2,31,3,1.3,3,No,Free,Yes
CUST3033,47,Female,38,19,4567,86773,129,12,0,3.0,5,Yes,Free,No
CUST3034,19,Male,13,2,4563,9126,53,23,5,4.5,3,Yes,Gold,No
CUST3035,49,Male,42,60,3422,205320,36,22,2,1.2,5,No,Gold,No
CUST3036,59,Male,19,2,2521,5042,158,4,3,1.8,3,Yes,Silver,Yes
CUST3037,33,Male,40,15,4124,61860,96,14,4,3.8,3,No,Gold,No
CUST3038,29,Female,50,85,3370,286450,11,26,3,4.3,2,Yes,Free,No
CUST3039,18,Male,35,35,3618,126630,111,13,0,4.2,3,No,Silver,No
CUST3040,70,Female,24,5,636,3180,153,4,0,4.1,5,Yes,Free,No
CUST3041,25,Male,24,43,4725,203175,77,16,4,1.5,5,No,Silver,Yes
CUST3042,65,Female,17,27,1718,46386,139,10,4,2.6,1,No,Platinum,Yes
CUST3043,67,Male,40,7,1517,10619,89,13,4,4.9,5,Yes,Free,No
CUST3044,30,Male,10,6,4200,25200,143,5,2,5.0,1,Yes,Silver,No
CUST3045,32,Female,2,2,3640,7280,180,0,4,3.4,5,Yes,Gold,Yes
CUST3046,70,Female,44,33,4029,132957,71,16,5,3.8,3,No,Gold,No
CUST3047,61,Male,23,17,3087,52479,176,0,0,4.8,5,Yes,Free,No
CUST3048,25,Male,6,10,2882,28820,176,0,0,2.8,1,Yes,Free,Yes
CUST3049,27,Male,2,2,3105,6210,91,17,3,1.5,2,Yes,Free,Yes
CUST3050,63,Male,21,8,3587,28696,6,26,4,3.7,0,No,Free,No
CUST3051,22,Male,55,40,4027,161080,14,27,2,4.8,3,Yes,Gold,No
CUST3052,67,Female,56,46,3057,140622,104,10,5,3.8,5,Yes,Silver,No
CUST3053,36,Male,35,70,708,49560,163,3,1,4.2,1,No,Gold,No
CUST3054,64,Male,49,68,4310,293080,71,19,3,2.7,1,No,Free,Yes
CUST3055,55,Female,29,1,4653,4653,73,16,5,1.4,2,Yes,Free,Yes
CUST3056,28,Female,7,9,2507,22563,142,8,2,1.7,5,Yes,Gold,No
CUST3057,70,Female,29,47,3363,158061,61,22,4,4.9,2,Yes,Silver,No
CUST3058,60,Male,53,97,3876,375972,145,9,2,3.0,0,Yes,Free,No
CUST3059,37,Male,37,52,1868,97136,45,24,1,1.0,5,Yes,Platinum,No
CUST3060,37,Female,23,35,4300,150500,104,16,5,4.8,4,Yes,Free,No
CUST3061,38,Male,33,5,1537,7685,108,15,2,3.0,4,Yes,Silver,No
CUST3062,35,Male,8,4,4972,19888,60,23,1,4.3,5,Yes,Free,No
CUST3063,67,Female,12,17,2790,47430,120,9,1,3.2,4,No,Silver,No
CUST3064,27,Female,46,53,1492,79076,42,20,5,1.4,0,Yes,Platinum,No
CUST3065,51,Female,48,52,3438,178776,171,2,1,3.5,3,No,Gold,No
CUST3066,43,Male,10,14,893,12502,98,15,5,5.0,4,Yes,Free,No
CUST3067,47,Male,15,26,4186,108836,54,24,2,1.1,4,Yes,Gold,No
CUST3068,26,Female,53,29,857,24853,166,3,4,4.4,5,Yes,Free,Yes
CUST3069,63,Male,24,8,4504,36032,132,11,0,1.9,1,No,Gold,No
CUST3070,68,Female,26,34,1681,57154,111,14,0,2.6,1,Yes,Gold,No
CUST3071,48,Female,47,1,2565,2565,142,6,2,2.5,3,Yes,Free,Yes
CUST3072,59,Female,42,29,4402,127658,90,17,4,4.6,5,Yes,Platinum,No
CUST3073,21,Male,53,36,3918,141048,15,30,0,3.0,2,Yes,Silver,No
CUST3074,23,Male,60,51,3629,185079,56,20,1,2.8,0,No,Free,No
CUST3075,31,Female,39,37,654,24198,101,11,2,4.3,4,Yes,Free,No
CUST3076,21,Female,58,93,4058,377394,24,28,2,1.2,5,No,Platinum,No
CUST3077,43,Female,3,5,2054,10270,21,28,3,1.3,5,No,Gold,No
CUST3078,64,Male,2,1,986,986,158,7,3,1.1,0,Yes,Free,Yes
CUST3079,65,Male,6,12,1882,22584,122,9,3,3.8,1,No,Free,No
CUST3080,56,Female,21,24,2915,69960,161,3,5,3.1,0,Yes,Free,Yes
CUST3081,34,Female,9,12,1570,18840,86,19,4,4.5,1,Yes,Free,No
CUST3082,36,Female,10,20,2754,55080,143,7,2,3.0,0,Yes,Free,No
CUST3083,68,Male,36,1,2006,2006,142,5,3,1.9,1,No,Silver,Yes
CUST3084,66,Female,59,7,2375,16625,81,19,2,4.2,0,No,Free,No
CUST3085,23,Female,3,1,2690,2690,101,15,1,2.2,4,Yes,Free,Yes
CUST3086,46,Female,41,43,1570,67510,140,4,3,4.7,4,No,Silver,Yes
CUST3087,28,Male,24,7,690,4830,23,29,2,2.0,3,No,Free,No
CUST3088,33,Male,22,17,639,10863,140,10,4,1.7,0,Yes,Gold,Yes
CUST3089,47,Female,49,59,4510,266090,35,22,5,3.0,2,Yes,Free,No
CUST3090,42,Male,14,3,3911,11733,48,22,4,1.2,3,Yes,Silver,No
CUST3091,57,Male,42,29,3472,100688,81,19,4,1.1,0,No,Silver,Yes
CUST3092,28,Female,45,22,2014,44308,47,20,3,3.0,2,Yes,Free,No
CUST3093,24,Male,44,38,3620,137560,96,16,4,1.9,4,No,Gold,Yes
CUST3094,43,Female,27,54,4470,241380,101,13,5,1.0,4,No,Silver,Yes
CUST3095,39,Male,33,50,4024,201200,170,4,0,2.2,5,No,Free,Yes
CUST3096,42,Female,60,118,1845,217710,5,31,5,2.9,4,No,Platinum,No
CUST3097,36,Female,22,42,4682,196644,67,21,1,2.6,5,No,Gold,No
CUST3098,48,Male,29,5,2417,12085,13,25,5,1.5,2,No,Gold,No
CUST3099,43,Male,19,30,4877,146310,29,27,2,3.3,1,Yes,Free,No
CUST3100,59,Male,19,23,4410,101430,109,9,0,3.8,0,Yes,Free,No
CUST3101,58,Male,6,7,952,6664,7,32,3,3.7,3,Yes,Silver,No
CUST3102,53,Female,45,85,4642,394570,65,23,2,2.6,5,Yes,Free,No
CUST3103,40,Female,19,26,2111,54886,131,7,5,1.6,3,Yes,Silver,Yes
CUST3104,64,Male,13,22,3667,80674,83,15,2,3.0,4,Yes,Gold,No
CUST3105,30,Male,59,47,2578,121166,119,12,4,4.6,1,No,Silver,No
CUST3106,42,Male,26,21,3081,64701,52,25,2,2.9,5,Yes,Gold,No
CUST3107,19,Female,22,20,2564,51280,98,12,2,1.8,0,No,Gold,No
CUST3108,19,Male,21,23,1758,40434,73,16,5,1.4,5,No,Platinum,Yes
CUST3109,33,Female,36,68,4987,339116,142,6,1,4.8,0,No,Silver,No
CUST3110,26,Female,56,21,853,17913,99,11,5,4.0,3,Yes,Free,No
CUST3111,45,Female,2,1,4900,4900,128,7,3,2.3,3,Yes,Gold,Yes
CUST3112,30,Male,47,1,4136,4136,149,7,0,2.2,3,No,Free,Yes
CUST3113,52,Female,44,15,2063,30945,14,27,4,4.6,0,Yes,Free,No
CUST3114,58,Male,30,17,1211,20587,21,30,1,1.7,5,No,Silver,No
CUST3115,30,Male,27,51,4002,204102,177,0,0,3.1,3,No,Gold,No
CUST3116,48,Female,7,14,3232,45248,47,25,0,3.9,0,Yes,Silver,No
CUST3117,38,Female,20,19,1356,25764,116,14,1,2.6,4,Yes,Silver,No
CUST3118,49,Male,50,50,4772,238600,72,19,4,1.2,5,Yes,Platinum,Yes
CUST3119,51,Male,31,60,1929,115740,119,8,3,1.9,5,No,Gold,Yes
CUST3120,25,Male,23,34,2992,101728,178,4,1,4.6,5,Yes,Silver,No
CUST3121,58,Male,13,6,3698,22188,16,30,1,3.1,1,Yes,Silver,No
CUST3122,65,Male,17,6,3920,23520,105,16,1,4.3,3,Yes,Silver,No
CUST3123,19,Male,4,5,2568,12840,82,15,4,3.2,0,No,Free,No
